nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,sizePron,transcription,hwd,pronSampa,ipa
2,dĭſtrăʹct,,,,v.,60.0,73,9,distract,,,
4,dĭſtrăʹction,,,,n.,61.0,73,12,distraction,,,
2,dĭſtraiʹn,F.,,,v.,62.0,73,9,distrain,,,
2,dĭʹſtrĕfs,,,,n.,63.0,73,9,distrefs,,,
3,dĭſtrĭʹbūte,,,,v.,64.0,73,11,distribute,,,
5,dĭſtrĭbūʹtion,L.,,,n.,65.0,73,13,distribution,,,
2,dĭſtrĭʹct,L.,,,n.,66.0,73,9,district,,,
2,dĭſtrŭʹſt,,,,n.,67.0,73,9,distrust,,,
3,dĭſtrŭʹſtful,,,,a.,68.0,73,12,distrustful,,,
2,dĭſtŭʹrb,,,,v.,69.0,73,8,disturb,,,
3,dĭſtŭʹrbance,,,,n.,70.0,73,12,disturbance,,,
3,dĭſtŭʹr_b_er,,,,n.,71.0,73,12,disturber,,,
4,dĭſvĕʹlŏped,,,,a.,72.0,73,11,disveloped,,,
4,dĭsūʹnion,L.,,,n.,73.0,73,9,disunion,,,
3,dĭsūnīʹte,,,,v.,2.0,74,9,disunite,,,
2,dĭsūʹſe,L.,,,v.,3.0,74,7,disuse,,,
4,dĭſsy̆ʹllable,L.,,,n.,4.0,74,13,dissyollable,,,
1,dĭtch,,,,n.,5.0,74,5,ditch,,,
4,dĭthy̆răʹmbic,G.,,,a.,6.0,74,13,dithyorambic,,,
4,dĭthy̆răʹmbus,G.,,,n.,7.0,74,13,dithyorambus,,,
3,dĭʹttăny,,,,n.,8.0,74,8,dittany,,,
2,dĭʹtto,,,,a.,9.0,74,6,ditto,,,
2,dĭʹtty,L.,,,n.,10.0,74,6,ditty,,,
2,dīʹvan,,,,n.,11.0,74,6,divan,,,
4,dĭvārĭcāte,,nbSyll>1 et pas d'accent tonic,,v.,12.0,74,10,divaricate,,,
1,dīve,,,,v.,13.0,74,4,dive,,,
2,dīʹver,,,,n.,14.0,74,6,diver,,,
3,dĭvĕʹrgent,L.,,,a.,15.0,74,10,divergent,,,
2,dīʹvers,L.,,,a.,16.0,74,7,divers,,,
2,dĭvĕʹrſe,L.,,,a.,17.0,74,8,diverse,,,
4,dĭvĕʹrsĭfy,F.,,,v.,18.0,74,10,diversify,,,
4,dĭvĕʹrſion,F.,,,n.,19.0,74,10,diversion,,,
4,dĭvĕʹrsĭty,,,,n.,20.0,74,10,diversity,,,
2,dĭvĕʹrt,L.,,,v.,21.0,74,7,divert,,,
3,dĭvĕʹrting,,,,a.,22.0,74,10,diverting,,,
4,dĭvĕʹrtĭſ_e_ment,F.,,,n.,23.0,74,16,divertisement,,,
2,dĭveʹſt,,,,v.,24.0,74,7,divest,,,
2,dĭvīʹdĕ,L.,,,v.,25.0,74,7,divide,,,
3,dĭʹvĭdend,,,,n.,26.0,74,9,dividend,,,
3,dĭvīʹders,,,,n.,27.0,74,9,dividers,,,
5,dĭvĭnāʹtion,F.,,,n.,28.0,74,11,divination,,,
2,dĭvīʹne,L.,,,v.,29.0,74,7,divine,,,
3,dĭvīʹner,L.,,,n.,30.0,74,8,diviner,,,
4,dĭvĭʹnĭty,F.,,,n.,31.0,74,9,divinity,,,
6,dĭvĭsĭbĭʹlĭty,,,,n.,32.0,74,13,divisibility,,,
4,dĭvĭʹsĭble,,,,a.,33.0,74,10,divisible,,,
4,dĭvĭʹſion,L.,,,n.,34.0,74,9,division,,,
3,dĭvīʹſor,L.,,,n.,35.0,74,8,divisor,,,
2,dĭvŏʹrce,L.,,,n.,36.0,74,8,divorce,,,
3,divōto,,nbSyll>1 et pas d'accent tonic,,n.,37.0,74,6,divoto,,,
4,dīūrĕʹtic,,,,a.,38.0,74,9,diuretic,,,
3,dīŭʹrnal,L.,,,a.,39.0,74,8,diurnal,,,
4,dīŭrnāʹlis,,,,n.,40.0,74,10,diurnalis,,,
5,dīūtŭʹrnĭty,,,,n.,41.0,74,11,diuturnity,,,
2,dĭvŭʹlge,L.,,,v.,42.0,74,8,divulge,,,
2,dĭzzy,,nbSyll>1 et pas d'accent tonic,,a.,43.0,74,5,dizzy,,,
2,doʹcĭle,L.,,,a.,44.0,74,7,docile,,,
4,docĭʹlĭty,,,,n.,45.0,74,9,docility,,,
1,dŏck,,,,n.,46.0,74,4,dock,,,
2,dŏʹcket,,,,n.,47.0,74,7,docket,,,
2,dŏʹct_o_r,L.,,,n.,48.0,74,9,doctor,,,
3,dŏʹctrĭnal,L.,,,a.,49.0,74,10,doctrinal,,,
2,dŏʹctrĭne,L.,,,n.,50.0,74,9,doctrine,,,
3,dŏʹcūment,L.,,,n.,51.0,74,9,document,,,
2,dŏʹdd_e_r,,,,n.,52.0,74,9,dodder,,,
4,dŏdĕʹcăgon,G.,,,n.,53.0,74,10,dodecagon,,,
1,dŏdge,,,,v.,54.0,74,5,dodge,,,
2,dōʹdo,,,,n.,55.0,74,5,dodo,,,
1,dōe,,,,n.,56.0,74,3,doe,,,
1,dŏg,,,,n.,57.0,74,3,dog,,,
1,dōge,,,,n.,58.0,74,4,doge,,,
2,dŏʹgged,,,,a.,59.0,74,7,dogged,,,
2,dŏʹgg_e_r,,,,n.,60.0,74,9,dogger,,,
2,dŏʹggiſh,,,,a.,61.0,74,8,doggish,,,
2,dŏʹggrel,,,,n.,62.0,74,8,doggrel,,,
2,dŏʹgmā,G.,,,n.,63.0,74,6,dogma,,,
4,dŏgmăʹtĭcal,,,,a.,64.0,74,11,dogmatical,,,
3,dŏʹgmătīze,,,,a.,65.0,74,10,dogmatize,,,
1,doit,,,,n.,66.0,74,4,doit,,,
2,dŏʹlcè,,,,a.,67.0,74,6,dolce,,,
1,dōle,L.,,,n.,68.0,74,4,dole,,,
2,dol_e_boʹte,,,,n.,69.0,74,11,dolebote,,,
2,doʹl_e_ful,L.,,,a.,70.0,74,10,doleful,,,
3,dŏʹlĭman,,,,a.,71.0,74,8,doliman,,,
2,dŏʹllar,,,,n.,72.0,74,7,dollar,,,
2,dŏʹlor,L.,,,n.,73.0,74,6,dolor,,,
3,dŏʹlŏr_o_us,,,,a.,74.0,74,11,dolorous,,,
2,dŏʹlphin,G.,,,n.,2.0,75,8,dolphin,,,
2,dŏʹlphins,,,,n.,3.0,75,9,dolphins,,,
1,dŏlt,,,,n.,4.0,75,4,dolt,,,
2,domaiʹn,,,,n.,5.0,75,7,domain,,,
1,dōme,G.,,,n.,6.0,75,4,dome,,,
3,domĕʹſtic,L.,,,n.,7.0,75,9,domestic,,,
3,doʹmĭcil,F.,,,n.,8.0,75,8,domicil,,,
5,dŏmĭnāʹtion.,,,,n.,9.0,75,12,domination,,,
3,dŏmĭneeʹr,F.,,,v.,10.0,75,9,domineer,,,
4,dŏmĭʹnĭcal,,,,n.,11.0,75,10,dominical,,,
4,dŏmĭʹnĭcans,,,,n.,12.0,75,11,dominicans,,,
3,dŏmĭʹnĭon,,,,n.,13.0,75,9,dominion,,,
3,dŏʹmĭno,L.,,,n.,14.0,75,7,domino,,,
1,don,,,,n.,15.0,75,3,don,,,
4,dŏnāʹtion,F.,,,n.,16.0,75,9,donation,,,
2,dŏneeʹ,,,,n.,17.0,75,6,donee,,,
2,doʹnjon,F.,,,n.,18.0,75,7,donjon,,,
2,dōnor,L.,nbSyll>1 et pas d'accent tonic,,n.,19.0,75,5,donor,,,
1,doom,,,,n.,20.0,75,4,doom,,,
1,door,L.,,,n.,21.0,75,4,door,,,
1,dor,,,,n.,22.0,75,3,dor,,,
2,doreeʹ,F.,,,n.,23.0,75,6,doree,,,
2,doʹric,,,,n.,24.0,75,6,doric,,,
2,dŏʹrman,,,,n.,25.0,75,7,dorman,,,
2,dŏʹrmănt,F.,,,a.,26.0,75,8,dormant,,,
4,dŏʹrmĭtory,L.,,,n.,27.0,75,10,dormitory,,,
2,dŏʹrmȯu̇ſe,,,,n.,28.0,75,10,dormouose,,,
2,dŏʹrſ_e_r,,,,n.,29.0,75,9,dorser,,,
4,dŏrsĭʹſĕr_o_us,L.,,,a.,30.0,75,14,dorsiserous,,,
1,dŏſe,G.,,,n.,31.0,75,4,dose,,,
2,dŏʹſel,,,,n.,32.0,75,6,dosel,,,
2,dŏʹſſil,,,,n.,33.0,75,7,dossil,,,
1,dŏt,,,,n.,34.0,75,3,dot,,,
2,dŏʹtage,,,,n.,35.0,75,7,dotage,,,
2,dōʹtal,L.,,,a.,36.0,75,6,dotal,,,
2,dŏʹtard,,,,n.,37.0,75,7,dotard,,,
2,dŏʹtkin,,,,n.,38.0,75,7,dotkin,,,
3,dŏʹttĕrel,,,,n.,39.0,75,9,dotterel,,,
2,d_o_ŭʹble,F.,,,v.,40.0,75,9,double,,,
2,d_o_ŭʹbler,,,,n.,41.0,75,10,doubler,,,
2,d_o_ŭʹblet,,,,n.,42.0,75,10,doublet,,,
2,d_o_ŭʹbloon,,,,n.,43.0,75,11,doubloon,,,
1,dȯu̇_b_t,F.,,,n.,44.0,75,8,douobt,,,
2,dȯu̇_b_tful,,nbSyll>1 et pas d'accent tonic,,a.,45.0,75,11,douobtful,,,
2,dȯu̇ʹbtleſs,,,,a.,46.0,75,11,douobtless,,,
2,dȯu̇ʹcet,F.,,,n.,47.0,75,8,douocet,,,
3,dȯʹu̇cets,,,,n.,48.0,75,9,douocets,,,
2,dȯu̇ʹcĭne,,,,n.,49.0,75,9,douocine,,,
1,dŏve,,,,n.,50.0,75,4,dove,,,
2,dŏʹv_e_tail,,,,n.,51.0,75,11,dovetail,,,
1,do_ugh_,,,,n.,52.0,75,7,dough,,,
2,do_u_ʹ_gh_ty,,,,a.,53.0,75,12,doughty,,,
3,dȯʹẇăger,F.,,,n.,54.0,75,8,dowager,,,
2,dȯʹẇdy,,,,n.,55.0,75,6,dowdy,,,
2,dȯʹẇer,,,,n.,56.0,75,6,dower,,,
2,dȯʹẇlaſs,,,,n.,57.0,75,8,dowlass,,,
1,dȯẇn,,,,n.,58.0,75,4,down,,,
2,dȯʹẇry,,,,n.,59.0,75,6,dowry,,,
1,dȯẇns,,,,n.,60.0,75,5,downs,,,
2,dȯʹẇnward,,,,a.,61.0,75,9,downward,,,
2,dȯʹẇny,,,,a.,62.0,75,6,downy,,,
1,dȯẇſe,L.,,,n.,63.0,75,5,dowse,,,
4,dŏxŏʹlŏgy,G.,,,n.,64.0,75,9,doxology,,,
2,dŏʹxy,,,,n.,65.0,75,5,doxy,,,
1,dōze,,,,n.,66.0,75,4,doze,,,
2,dŏʹzen,F.,,,n.,67.0,75,6,dozen,,,
1,drăb,,,,n.,68.0,75,4,drab,,,
1,dra_ch_m,,,,n.,69.0,75,8,drachm,,,
2,drăʹc_h_mā,G.,,,n.,70.0,75,10,drachma,,,
4,drăcŭʹncŭli,,,,n.,71.0,75,11,dracunculi,,,
1,drăff,,,,n.,72.0,75,5,draff,,,
1,drăg,,,,n.,73.0,75,4,drag,,,
2,drāʹgănt,,,,n.,2.0,76,8,dragant,,,
2,drăʹggle,,,,v.,3.0,76,8,draggle,,,
1,drăggs,,,,n.,4.0,76,6,draggs,,,
2,drāʹgon,F.,,,n.,5.0,76,7,dragon,,,
2,dragooʹn,F.,,,n.,6.0,76,8,dragoon,,,
1,drain,,,,n.,7.0,76,5,drain,,,
1,drāke,L.,,,n.,8.0,76,5,drake,,,
1,drăm,G.,,,n.,9.0,76,4,dram,,,
2,drăʹmā,G.,,,n.,10.0,76,6,drama,,,
3,drămăʹtic,G.,,,a.,11.0,76,9,dramatic,,,
1,drăp,,,,n.,12.0,76,4,drap,,,
2,drāʹp_e_r,F.,,,n.,13.0,76,9,draper,,,
3,drāʹpery,F.,,,n.,14.0,76,8,drapery,,,
1,drau_gh_t,,,,n.,15.0,76,9,draught,,,
1,drau_gh_ts,,,,n.,16.0,76,10,draughts,,,
1,draul,,,,v.,17.0,76,5,draul,,,
1,draw,,,,v.,18.0,76,4,draw,,,
2,draʹwer,,,,n.,19.0,76,7,drawer,,,
2,draʹwing,,,,n.,20.0,76,8,drawing,,,
1,drawk,,,,n.,21.0,76,5,drawk,,,
1,dray,,,,n.,22.0,76,4,dray,,,
1,dread,,,,a.,23.0,76,5,dread,,,
2,dreaʹdful,,,,a.,24.0,76,9,dreadful,,,
1,dream,L.,,,n.,25.0,76,5,dream,,,
2,dreʹary,,,,a.,26.0,76,7,dreary,,,
1,drĕdge,,,,v.,27.0,76,6,dredge,,,
2,drĕʹdger,,,,n.,28.0,76,8,dredger,,,
2,drĕʹdgers,,,,n.,29.0,76,9,dredgers,,,
2,drĕgs,,nbSyll>1 et pas d'accent tonic,,n.,30.0,76,5,dregs,,,
1,drĕnch,,,,n.,31.0,76,6,drench,,,
1,drĕſs,F.,,,v.,32.0,76,5,dress,,,
2,drĕʹſſer,,,,n.,33.0,76,8,dresser,,,
2,drĭʹbble,,,,n.,34.0,76,8,dribble,,,
2,drĭʹblet,,,,n.,35.0,76,8,driblet,,,
1,drĭll,,,,n.,36.0,76,5,drill,,,
1,drĭnk,,,,n.,37.0,76,5,drink,,,
1,drĭp,,,,v.,38.0,76,4,drip,,,
2,drĭʹpping,,,,n.,39.0,76,9,dripping,,,
1,drīve,,,,v.,40.0,76,5,drive,,,
3,drĭʹvĕller,,,,n.,41.0,76,10,driveller,,,
2,drīʹver,,,,n.,42.0,76,7,driver,,,
2,drĭʹzzle,,,,v.,43.0,76,8,drizzle,,,
1,droll,,,,n.,44.0,76,5,droll,,,
4,drŏʹmĕdāry,L.,,,n.,45.0,76,10,dromedary,,,
1,drone,,,,n.,46.0,76,5,drone,,,
1,droop,,,,v.,47.0,76,5,droop,,,
1,drop,L.,,,n.,48.0,76,4,drop,,,
2,drŏʹpſy,G.,,,n.,49.0,76,7,dropsy,,,
1,drŏſs,,,,n.,50.0,76,5,dross,,,
2,drŏʹſſy,,,,n.,51.0,76,7,drossy,,,
1,drove,,,,n.,52.0,76,5,drove,,,
2,drōʹver,,,,n.,53.0,76,7,drover,,,
1,drō_ugh_t,,,,n.,54.0,76,9,drought,,,
2,drȯu̇ʹ_gh_ty,,,,a.,55.0,76,12,drouoghty,,,
1,drówn,,,,v.,56.0,76,5,drown,,,
2,drȯẇſy,,nbSyll>1 et pas d'accent tonic,,a.,57.0,76,6,drowsy,,,
1,drŭb,,,,v.,58.0,76,4,drub,,,
1,drŭdge,,,,v.,59.0,76,6,drudge,,,
3,drŭʹdg_e_ry,,,,n.,60.0,76,11,drudgery,,,
2,drŭʹgget,F.,,,n.,61.0,76,8,drugget,,,
2,drŭʹggiſt,,,,n.,62.0,76,9,druggist,,,
1,drŭgs,F.,,,n.,63.0,76,5,drugs,,,
2,drūʹid,,,,n.,64.0,76,6,druid,,,
1,drŭm,,,,n.,65.0,76,4,drum,,,
1,drŭnk,,,,a.,66.0,76,5,drunk,,,
2,drŭnkŭrd,,nbSyll>1 et pas d'accent tonic,,n.,67.0,76,8,drunkurd,,,
1,dry,,,,a.,68.0,76,3,dry,,,
2,drȳʹads,G.,,,n.,69.0,76,7,dryads,,,
2,dūʹal,L.,,,a.,70.0,76,5,dual,,,
1,dŭb,F.,,,v.,71.0,76,3,dub,,,
3,dūʹbĭ_o_us,L.,,,a.,72.0,76,10,dubious,,,
2,dūʹcal,,,,a.,73.0,76,6,ducal,,,
2,dūʹcāpe,,,,n.,2.0,77,7,ducape,,,
2,dŭʹcat,,,,n.,3.0,77,6,ducat,,,
3,dŭcătooʹn,,,,n.,4.0,77,9,ducatoon,,,
1,dŭck,,,,n.,5.0,77,4,duck,,,
2,dŭʹckling,,,,n.,6.0,77,9,duckling,,,
2,dŭʹctĭle,,,,a.,7.0,77,8,ductile,,,
1,dŭcts,L.,,,n.,8.0,77,5,ducts,,,
3,dŭʹdgeon,,,,n.,9.0,77,8,dudgeon,,,
1,dūe,,,,a.,10.0,77,3,due,,,
2,dūʹel,L.,,,n.,11.0,77,5,duel,,,
3,dūʹĕliſt,,,,n.,12.0,77,8,duelist,,,
2,dūĕʹt,,,,n.,13.0,77,5,duet,,,
1,dŭg,,,,n.,14.0,77,3,dug,,,
1,dūke,F.,,,n.,15.0,77,4,duke,,,
2,dūʹk_e_dom,,,,n.,16.0,77,10,dukedom,,,
2,dŭʹlcet,,,,a.,17.0,77,7,dulcet,,,
3,dŭʹlcĭfy,F.,,,v.,18.0,77,8,dulcify,,,
3,dŭʹlcĭmer,,,,n.,19.0,77,9,dulcimer,,,
1,dŭll,,,,a.,20.0,77,4,dull,,,
1,dŭm_b_,,,,a.,21.0,77,6,dumb,,,
1,dŭmps,,,,n.,22.0,77,5,dumps,,,
1,dŭn,,,,n.,23.0,77,3,dun,,,
1,dŭnce,,,,n.,24.0,77,5,dunce,,,
1,dŭng,,,,n.,25.0,77,4,dung,,,
3,dŭʹngeon,F.,,,n.,26.0,77,8,dungeon,,,
5,dūŏdĕʹcĭmo,L.,,,n.,27.0,77,10,duodecimo,,,
4,dūodēʹnum,,,,n.,28.0,77,9,duodenum,,,
1,dūpe,F.,,,n.,29.0,77,4,dupe,,,
3,dūʹplĭcāte,L.,,,n.,30.0,77,10,duplicate,,,
5,dūʹplĭcātion;,,,,n.,31.0,77,13,duplication,,,
4,dūpliʹcĭty,F.,,,n.,32.0,77,10,duplicity,,,
3,dūʹrable,,,,a.,33.0,77,8,durable,,,
2,dūʹrănce,F.,,,n.,34.0,77,8,durance,,,
4,dūrāʹtion,L.,,,n.,35.0,77,9,duration,,,
2,dūʹreſs,,,,n.,36.0,77,7,duress,,,
2,dŭʹsky,,,,a.,37.0,77,6,dusky,,,
1,dŭſt,,,,v.,38.0,77,4,dust,,,
2,dŭʹſty,,,,a.,39.0,77,6,dusty,,,
2,dŭʹtcheſs,,,,n.,40.0,77,9,dutchess,,,
2,dŭʹtchy,,,,n.,41.0,77,7,dutchy,,,
3,dŭʹtĭous,,,,a.,42.0,77,8,dutious,,,
2,dūʹty,,,,n.,43.0,77,5,duty,,,
1,dwarf,L.,,,n.,44.0,77,5,dwarf,,,
1,dwell,,,,v.,45.0,77,5,dwell,,,
2,dwĭʹndle,,,,v.,46.0,77,8,dwindle,,,
1,dye,,,,v.,47.0,77,3,dye,,,
3,dȳʹnăſties,G.,,,n.,48.0,77,10,dynasties,,,
4,dȳsĕʹntĕry,G.,,,n.,49.0,77,10,dysentery,,,
3,dȳʹsūry,G.,,,n.,50.0,77,7,dysury,,,
2,eaʹg_e_r,,,,a.,2.0,77,8,eager,,,
3,eaʹgĕrnefs,,,,n.,3.0,77,10,eagernefs,,,
2,eaʹgle,F.,,,n.,4.0,77,6,eagle,,,
2,eaʹglet,F.,,,n.,5.0,77,7,eaglet,,,
1,ear,,,,n.,6.0,77,3,ear,,,
1,earl,,,,n.,7.0,77,4,earl,,,
2,eaʹrldom,,,,n.,8.0,77,8,earldom,,,
2,eaʹrly,,,,a.,9.0,77,6,early,,,
1,earn,,,,v.,10.0,77,4,earn,,,
2,eaʹrneft,,,,a.,11.0,77,8,earneft,,,
1,earth,,,,n.,12.0,77,5,earth,,,
2,eaʹrthen,,,,a.,13.0,77,8,earthen,,,
2,eaʹrthly,,,,a.,14.0,77,8,earthly,,,
2,eaʹrthy,,,,a.,15.0,77,7,earthy,earthy,3:r T i:,ɜ:rθiː
2,eaʹrthquāke,,,,n.,16.0,77,11,earthquake,,,
2,eaʹrwig,,,,n.,17.0,77,7,earwig,,,
1,eafe,,,,n.,18.0,77,4,eafe,,,
2,eaʹfel,,,,n.,19.0,77,6,eafel,,,
3,eaʹsĭly,,,,p.,20.0,77,7,easily,,,
1,eaſt,,,,n.,2.0,78,4,east,,,
2,eaʹſt_e_r,,,,n.,3.0,78,9,easter,,,
3,eaʹſtĕrn,,,,a.,4.0,78,8,eastern,,,
2,eaʹſy,F.,,,a.,5.0,78,5,easy,,,
3,ēaʹtable,,,,a.,6.0,78,8,eatable,,,
1,eaves,,,,n.,7.0,78,5,eaves,,,
1,ebb,,,,n.,8.0,78,3,ebb,,,
3,ĕʹbŏny,F.,,,n.,9.0,78,6,ebony,,,
4,ebrīʹety,L.,,,n.,10.0,78,8,ebriety,,,
5,ebŭllĭʹtion,L.,,,n.,11.0,78,11,ebullition,,,
5,ĕccĕntrĭʹcĭty,,,,n.,12.0,78,13,eccentricity,,,
6,ĕcclesĭăʹſtĭcal,G.,,,a.,13.0,78,15,ecclesiastical,,,
5,ĕcclesĭăʹſtic,,,,n.,14.0,78,13,ecclesiastic,,,
3,ĕʹccopè,G.,,,n.,15.0,78,7,eccope,,,
3,ĕc_h_īʹnus,G.,,,n.,16.0,78,10,echinus,,,
2,ĕʹc_h_o,G.,,,n.,17.0,78,7,echo,,,
2,eclĭʹpſe,G.,,,n.,18.0,78,8,eclipse,,,
3,eclĭʹpſis,G.,,,n.,19.0,78,9,eclipsis,,,
3,eclĭʹptic,G.,,,n.,20.0,78,9,ecliptic,,,
2,ĕʹclŏgue,G.,,,n.,21.0,78,8,eclogue,,,
3,ĕʹcſtăcy,G.,,,n.,22.0,78,8,ecstacy,,,
2,ecūʹ,,,,n.,23.0,78,4,ecu,,,
4,edāʹcĭty,,,,n.,24.0,78,8,edacity,,,
2,ĕʹddĭſh,,,,n.,25.0,78,7,eddish,,,
2,ĕʹddy,,,,n.,26.0,78,5,eddy,,,
1,ĕdge,,,,n.,27.0,78,4,edge,,,
2,ĕʹdging,,,,n.,28.0,78,7,edging,,,
3,eʹdĭble,L.,,,a.,29.0,78,7,edible,,,
2,ĕʹdĭct,L.,,,n.,30.0,78,6,edict,,,
6,edĭfĭcāʹtion,L.,,,n.,31.0,78,12,edification,,,
3,ĕʹdĭfĭce,L.,,,n.,32.0,78,8,edifice,,,
3,ĕʹdĭfy,L.,,,v.,33.0,78,6,edify,,,
4,edĭʹtion,F.,,,n.,34.0,78,8,edition,,,
3,ĕʹdĭtor,,,,n.,35.0,78,7,editor,,,
3,ĕʹdūcāte,L.,,,v.,36.0,78,8,educate,,,
5,ĕdūcāʹtion,,,,n.,37.0,78,10,education,,,
6,edŭlcŏrāʹtion,L.,,,n.,38.0,78,13,edulcoration,,,
1,eel,,,,n.,39.0,78,3,eel,,,
2,effāʹce,,,,v.,40.0,78,7,efface,,,
2,effĕʹct,,,,v.,41.0,78,7,effect,,,
4,effĕʹctions,,,,n.,42.0,78,11,effections,,,
3,ĕffĕʹctive,L.,,,a.,43.0,78,10,effective,,,
2,ĕffĕʹcts,,,,n.,44.0,78,8,effects,,,
4,ĕffĕʹctūal,L.,,,a.,45.0,78,10,effectual,,,
5,ĕffĕʹmĭnācy,,,,n.,46.0,78,11,effeminacy,,,
4,ĕffĕʹmĭnāte,F.,,,a.,47.0,78,11,effeminate,,,
4,ĕffĕrvĕʹſcĕnce,L.,,,a.,48.0,78,14,effervescence,,,
5,ĕffĭcāʹcĭ_o_us,F.,,,a.,49.0,78,14,efficacious,,,
4,ĕffĭʹcacy,F.,,,n.,50.0,78,9,efficacy,,,
4,eʹffĭcĭĕnce,L.,,,n.,51.0,78,11,efficience,,,
4,ĕffĭʹcĭent,L.,,,a.,52.0,78,10,efficient,,,
3,ĕʹffĭgĭes,L.,,,n.,53.0,78,9,effigies,,,
4,ĕfflāʹtion,L.,,,n.,54.0,78,10,efflation,,,
4,ĕfflorĕʹſcĕnce,,,,n.,55.0,78,14,efflorescence,,,
4,efflūʹvĭa,L.,,,n.,56.0,78,9,effluvia,,,
2,ĕʹfflŭx,L.,,,n.,57.0,78,7,efflux,,,
2,ĕʹffort,F.,,,n.,58.0,78,7,effort,,,
4,effrŏʹntĕry,F.,,,n.,59.0,78,11,effrontery,,,
3,ĕffŭʹlgĕnce,L.,,,n.,60.0,78,11,effulgence,,,
4,ĕffūʹſion,L.,,,n.,61.0,78,9,effusion,,,
1,eſt,,,,n.,62.0,78,3,est,,,
2,ĕʹftſoons,,,,p.,63.0,78,9,eftsoons,,,
1,ĕgg,,,,n.,64.0,78,3,egg,,,
3,egĭʹſtments,,,,n.,65.0,78,11,egistments,,,
3,ĕʹglăntīne,F.,,,n.,66.0,78,10,eglantine,,,
4,egrēʹgĭ_o_us,L.,,,a.,67.0,78,12,egregious,,,
2,ēʹgrĕſs,L.,,,n.,68.0,78,7,egress,,,
4,egyʹptĭan,,,,n.,69.0,78,9,egyptian,,,
6,ejăcūlāʹtion,L.,,,n.,70.0,78,12,ejaculation,,,
2,ējĕʹct,L.,,,v.,71.0,78,6,eject,,,
3,ējĕʹctment,,,,n.,72.0,78,10,ejectment,,,
1,ei_gh_t,,,,n.,73.0,78,7,eight,,,
2,eiʹ_gh_teen,,,,n.,2.0,79,11,eighteen,,,
2,eiʹ_gh_ty,,,,n.,3.0,79,9,eighty,,,
2,eĭʹther,,,,p.,4.0,79,7,either,,,
1,ēke,,,,p.,5.0,79,3,eke,,,
2,ēʹlā,,,,n.,6.0,79,4,ela,,,
4,elăʹbŏrāte,L.,,,a.,7.0,79,10,elaborate,,,
6,elăʹbŏrătory,L.,,,a.,8.0,79,12,elaboratory,,,
2,elăʹpſe,L.,,,v.,9.0,79,7,elapse,,,
3,elăʹſtic,G.,,,a.,10.0,79,8,elastic,,,
5,elăſtĭʹcĭty,,,,n.,11.0,79,11,elasticity,,,
3,elāʹted,,,,a.,12.0,79,7,elated,,,
4,elāʹtion,,,,n.,13.0,79,8,elation,,,
2,ĕʹlbo_w_,,,,n.,14.0,79,8,elbow,,,
2,ĕʹld_e_r,,,,a.,15.0,79,8,elder,,,
2,eʹldeſt,,,,a.,16.0,79,7,eldest,,,
4,ĕlecāmpāʹne,L.,,,n.,17.0,79,11,elecampane,,,
2,ēlĕʹct,L.,,,v.,18.0,79,6,elect,,,
4,ēlĕʹction,L.,,,n.,19.0,79,9,election,,,
3,ēlĕʹctor,,,,n.,20.0,79,8,elector,,,
4,ēleʹctŏrāl,,,,a.,21.0,79,10,electoral,,,
4,ēlĕʹctŏrāte,,,,n.,22.0,79,11,electorate,,,
4,ēlĕʹctŏreſs,,,,n.,23.0,79,11,electoress,,,
3,ēlĕʹctŏrs,,,,n.,24.0,79,9,electors,,,
4,ēlĕʹctrĭcal,,,,a.,25.0,79,11,electrical,,,
5,ēlĕctrĭʹcĭty,,,,n.,26.0,79,12,electricity,,,
5,elĕctūāry,L.,nbSyll>1 et pas d'accent tonic,,n.,27.0,79,9,electuary,,,
7,elėėmŏʹfy̆nary,G.,,,a.,28.0,79,14,eleemofyonary,,,
3,ĕʹlĕgănce,L.,,,n.,29.0,79,9,elegance,,,
3,ĕlĕgănt,,nbSyll>1 et pas d'accent tonic,,a.,30.0,79,7,elegant,,,
4,ĕlĕgĭʹac,,,,a.,31.0,79,8,elegiac,,,
3,ĕʹlĕgy,G.,,,n.,32.0,79,6,elegy,,,
3,ĕʹlĕment,L.,,,n.,33.0,79,8,element,,,
5,ĕlĕmĕʹntary,,,,a.,34.0,79,11,elementary,,,
3,ĕʹlĕphănt,G.,,,n.,35.0,79,9,elephant,,,
3,ĕʹlĕvāte,L.,,,v.,36.0,79,8,elevate,,,
5,ĕlĕvāʹtion,,,,n.,37.0,79,10,elevation,,,
4,ĕlĕvāʹtor,,,,n.,38.0,79,9,elevator,,,
3,ĕlĕʹven,,,,n.,39.0,79,7,eleven,,,
1,ĕlf,,,,n.,40.0,79,3,elf,,,
4,elĭʹgĭble,L.,,,a.,41.0,79,9,eligible,,,
4,elĭʹſion,,,,n.,42.0,79,8,elision,,,
5,elĭxāʹtion,,,,n.,43.0,79,10,elixation,,,
3,elĭʹxĭr,,,,n.,44.0,79,7,elixir,,,
1,elk,,,,n.,45.0,79,3,elk,,,
1,ĕll,L.,,,n.,46.0,79,3,ell,,,
3,ĕllĭʹpſis,G.,,,n.,47.0,79,9,ellipsis,,,
4,ĕllĭʹptĭcal,G.,,,a.,48.0,79,11,elliptical,,,
